name,country_id
General José de San Martín,11
General Pinedo,11
General Vedia,11
Hermoso Campo,11
La Clotilde,11
La Eduvigis,11
La Escondida,11
La Leonesa,11
La Tigra,11
La Verde,11
Laguna Limpia,11
Lapachito,11
Las Breñas,11
Las Garcitas,11
Los Frentones,11
Machagai,11
Makallé,11
Margarita Belén,11
Napenay,11
Pampa Almirón,11
Pampa del Indio,11
Pampa del Infierno,11
Presidencia de la Plaza,11
Presidencia Roca,11
Presidencia Roque Sáenz Peña,11
Puerto Bermejo,11
Puerto Tirol,11
Puerto Vilelas,11
Quitilipi,11
Resistencia,11
Samuhú,11
San Bernardo,11
Santa Sylvina,11
Taco Pozo,11
Tres Isletas,11
Villa Ángela,11
Villa Berthet,11
Alto Río Senguer,11
Camarones,11
Comodoro Rivadavia,11
Departamento de Biedma,11
Departamento de Cushamen,11
Departamento de Escalante,11
Departamento de Florentino Ameghino,11
Departamento de Futaleufú,11
Departamento de Gaimán,11
Departamento de Gastre,11
Departamento de Languiñeo,11
Departamento de Mártires,11
Departamento de Paso de Indios,11
Departamento de Rawson,11
Departamento de Río Senguerr,11
Departamento de Sarmiento,11
Departamento de Tehuelches,11
Departamento de Telsen,11
Dolavón,11
El Maitén,11
Esquel,11
Gaimán,11
Gastre,11
Gobernador Costa,11
Hoyo de Epuyén,11
José de San Martín,11
Lago Puelo,11
Las Plumas,11
Puerto Madryn,11
Rada Tilly,11
Rawson,11
Río Mayo,11
Río Pico,11
Sarmiento,11
Tecka,11
Trelew,11
Trevelin,11
Achiras,11
Adelia María,11
Agua de Oro,11
Alejandro Roca,11
Alejo Ledesma,11
Almafuerte,11
Alta Gracia,11
Altos de Chipión,11
Arias,11
Arroyito,11
Arroyo Cabral,11
Balnearia,11
Bell Ville,11
Berrotarán,11
Brinkmann,11
Buchardo,11
Camilo Aldao,11
Cañada de Luque,11
Canals,11
Capilla del Monte,11
Carnerillo,11
Carrilobo,11
Cavanagh,11
Charras,11
Chazón,11
Cintra,11
Colonia La Tordilla,11
Colonia San Bartolomé,11
Córdoba,11
Coronel Baigorria,11
Coronel Moldes,11
Corral de Bustos,11
Corralito,11
Cosquín,11
Costa Sacate,11
Cruz Alta,11
Cruz del Eje,11
Cuesta Blanca,11
Dalmacio Vélez Sársfield,11
Deán Funes,11
Del Campillo,11
Departamento de Calamuchita,11
Departamento de Colón,11
Departamento de Cruz del Eje,11
Departamento de General Roca,11
Departamento de General San Martín,11
Departamento de Juárez Celman,11
Departamento de Marcos Juárez,11
Departamento de Minas,11
Departamento de Presidente Roque Sáenz Peña,11
Departamento de Río Cuarto,11
Departamento de Río Primero,11
Departamento de Río Seco,11
Departamento de Río Segundo,11
Departamento de San Alberto,11
Departamento de San Javier,11
Departamento de San Justo,11
Departamento de Sobremonte,11
Departamento de Totoral,11
Departamento de Tulumba,11
Departamento de Unión,11
Despeñaderos,11
Devoto,11
El Arañado,11
El Tío,11
Elena,11
Embalse,11
Etruria,11
General Baldissera,11
General Cabrera,11
General Levalle,11
General Roca,11
Guatimozín,11
Hernando,11
Huanchillas,11
Huerta Grande,11
Huinca Renancó,11
Idiazábal,11
Inriville,11
Isla Verde,11
Italó,11
James Craik,11
Jesús María,11
Justiniano Posse,11
La Calera,11
La Carlota,11
La Cesira,11
La Cumbre,11
La Falda,11
La Francia,11
La Granja,11
La Para,11
La Playosa,11
Laborde,11
Laboulaye,11
Laguna Larga,11
Las Acequias,11
Las Higueras,11
Las Junturas,11
Las Perdices,11
Las Varas,11
Las Varillas,11
Leones,11
Los Cocos,11
Los Cóndores,11
Los Surgentes,11
Malagueño,11
Malvinas Argentinas,11
Marcos Juárez,11
Marull,11
Mattaldi,11
Mendiolaza,11
Mina Clavero,11
Miramar,11
Monte Buey,11
Monte Cristo,11
Monte Maíz,11
Morrison,11
Morteros,11
Noetinger,11
Obispo Trejo,11
Oliva,11
Oncativo,11
Ordóñez,11
Pascanas,11
Pasco,11
Pilar,11
Piquillín,11
Porteña,11
Pozo del Molle,11
Quilino,11
Río Ceballos,11
Río Cuarto,11
Río Segundo,11
Río Tercero,11
Sacanta,11
Saldán,11
Salsacate,11
Salsipuedes,11
Sampacho,11
San Agustín,11
San Antonio de Litín,11
San Basilio,11
San Carlos,11
San Francisco,11
San Francisco del Chañar,11
San José de la Dormida,11
Santa Eufemia,11
Santa Magdalena,11
Santa Rosa de Calamuchita,11
Santa Rosa de Río Primero,11
Santiago Temple,11
Saturnino M. Laspiur,11
Sebastián Elcano,11
Serrano,11
Serrezuela,11
Tancacha,11
Ticino,11
Tío Pujio,11
Toledo,11
Ucacha,11
Unquillo,11
Valle Hermoso,11
Viamonte,11
Vicuña Mackenna,11
Villa Allende,11
Villa Ascasubi,11
Villa Berna,11
Villa Carlos Paz,11
Villa Concepción del Tío,11
Villa Cura Brochero,11
Villa de Soto,11
Villa del Dique,11
Villa del Rosario,11
Villa del Totoral,11
Villa Dolores,11
Villa General Belgrano,11
Villa Giardino,11
Villa Huidobro,11
Villa Las Rosas,11
Villa María,11
Villa Nueva,11
Villa Reducción,11
Villa Rumipal,11
Villa Tulumba,11
Villa Valeria,11
Wenceslao Escalante,11
Alvear,11
Berón de Astrada,11
Bonpland,11
Chavarría,11
Concepción,11
Corrientes,11
Cruz de los Milagros,11
Curuzú Cuatiá,11
Departamento de Bella Vista,11
Departamento de Berón de Astrada,11
Departamento de Capital,11
Departamento de Concepción,11
Departamento de Curuzú Cuatiá,11
Departamento de Empedrado,11
Departamento de Esquina,11
Departamento de General Alvear,11
Departamento de General Paz,11
Departamento de Goya,11
Departamento de Itatí,11
Departamento de Ituzaingó,11
Departamento de Lavalle,11
Departamento de Mburucuyá,11
Departamento de Mercedes,11
Departamento de Monte Caseros,11
Departamento de Paso de los Libres,11
Departamento de Saladas,11
Departamento de San Cosme,11
Departamento de San Luis del Palmar,11
Departamento de San Martín,11
Departamento de San Miguel,11
Departamento de San Roque,11
Departamento de Santo Tomé,11
Departamento de Sauce,11
Empedrado,11
Esquina,11
Felipe Yofré,11
Garruchos,11
Gobernador Juan E. Martínez,11
Gobernador Virasora,11
Goya,11
Herlitzka,11
Itá Ibaté,11
Itatí,11
Ituzaingó,11
Juan Pujol,11
La Cruz,11
Libertad,11
Lomas de Vallejos,11
Loreto,11
Mariano I. Loza,11
Mburucuyá,11
Mercedes,11
Mocoretá,11
Monte Caseros,11
Nuestra Señora del Rosario de Caa Catí,11
Nueve de Julio,11
Palmar Grande,11
Paso de la Patria,11
Paso de los Libres,11
Pedro R. Fernández,11
Perugorría,11
Pueblo Libertador,11
Riachuelo,11
Saladas,11
San Carlos,11
San Cosme,11
San Lorenzo,11
San Luis del Palmar,11
San Miguel,11
Santa Lucía,11
Santa Rosa,11
Santo Tomé,11
Yapeyú,11
Yataity Calle,11
Aldea San Antonio,11
Aranguren,11
Bovril,11
Caseros,11
Ceibas,11
Chajarí,11
Colón,11
Colonia Elía,11
Concepción del Uruguay,11
Concordia,11
Conscripto Bernardi,11
Crespo,11
Departamento de Gualeguaychú,11
Departamento de Paraná,11
Diamante,11
Domínguez,11
Federación,11
Federal,11
General Campos,11
General Galarza,11
General Ramírez,11
Gobernador Mansilla,11
Gualeguay,11
Gualeguaychú,11
Hasenkamp,11
Hernández,11
Herrera,11
La Criolla,11
La Paz,11
Larroque,11
Los Charrúas,11
Los Conquistadores,11
Lucas González,11
Maciá,11
Nogoyá,11
Oro Verde,11
Paraná,11
Piedras Blancas,11
Pronunciamiento,11
Puerto Ibicuy,11
Puerto Yeruá,11
Rosario del Tala,11
San Benito,11
San Gustavo,11
San José de Feliciano,11
San Justo,11
San Salvador,11
Santa Ana,11
Santa Anita,11
Santa Elena,11
Sauce de Luna,11
Seguí,11
Tabossi,11
Ubajay,11
Urdinarrain,11
Viale,11
Victoria,11
Villa del Rosario,11
Villa Elisa,11
Villa Hernandarias,11
Villa Mantero,11
Villa María Grande,11
Villa Paranacito,11
Villa Urquiza,11
Villaguay,11
Clorinda,11
Comandante Fontana,11
Departamento de Pilcomayo,11
El Colorado,11
Estanislao del Campo,11
Formosa,11
General Enrique Mosconi,11
Herradura,11
Ibarreta,11
Ingeniero Guillermo N. Juárez,11
Laguna Naick-Neck,11
Laguna Yema,11
Las Lomitas,11
Palo Santo,11
Pirané,11
Pozo del Tigre,11
Riacho Eh-Eh,11
San Francisco de Laishí,11
Villa Escolar,11
Villa General Guemes,11
Abra Pampa,11
Caimancito,11
Calilegua,11
Departamento de Cochinoca,11
Departamento de Rinconada,11
Departamento de Tumbaya,11
El Aguilar,11
Fraile Pintado,11
Humahuaca,11
Ingenio La Esperanza,11
La Mendieta,11
La Quiaca,11
Libertador General San Martín,11
Maimará,11
Palma Sola,11
Palpalá,11
San Pedro de Jujuy,11
San Salvador de Jujuy,11
Santa Clara,11
Tilcara,11
Yuto,11
Alpachiri,11
Alta Italia,11
Anguil,11
Arata,11
Bernardo Larroudé,11
Bernasconi,11
Caleufú,11
Catriló,11
Colonia Barón,11
Departamento de Caleu-Caleu,11
Departamento de Toay,11
Doblas,11
Eduardo Castex,11
Embajador Martini,11
General Acha,11
General Manuel J. Campos,11
General Pico,11
General San Martín,11
Guatraché,11
Ingeniero Luiggi,11
Intendente Alvear,11
Jacinto Arauz,11
La Adela,11
La Maruja,11
Lonquimay,11
Macachín,11
Miguel Riglos,11
Parera,11
Quemú Quemú,11
Rancul,11
Realicó,11
Santa Isabel,11
Santa Rosa,11
Telén,11
Trenel,11
Uriburu,11
Veinticinco de Mayo,11
Victorica,11
Winifreda,11
Arauco,11
Castro Barros,11
Chamical,11
Chilecito,11
Departamento de Arauco,11
Departamento de General Lamadrid,11
Departamento de Independencia,11
La Rioja,11
Villa Bustos,11
Vinchina,11
Departamento de Capital,11
Departamento de General Alvear,11
Departamento de Godoy Cruz,11
Departamento de Guaymallén,11
Departamento de La Paz,11
Departamento de Las Heras,11
Departamento de Lavalle,11
Departamento de Luján,11
Departamento de Maipú,11
Departamento de Malargüe,11
Departamento de Rivadavia,11
Departamento de San Carlos,11
Departamento de San Martín,11
Departamento de San Rafael,11
Departamento de Santa Rosa,11
Departamento de Tunuyán,11
Departamento de Tupungato,11
Godoy Cruz,11
Las Heras,11
Mendoza,11
San Martín,11
San Rafael,11
Alba Posse,11
Almafuerte,11
Aristóbulo del Valle,11
Arroyo del Medio,11
Azara,11
Bernardo de Irigoyen,11
Bonpland,11
Campo Grande,11
Campo Ramón,11
Campo Viera,11
Candelaria,11
Capioví,11
Caraguatay,11
Cerro Azul,11
Cerro Corá,11
Colonia Aurora,11
Concepción de la Sierra,11
Departamento de Apóstoles,11
Departamento de Cainguás,11
Departamento de Candelaria,11
Departamento de Capital,11
Departamento de Concepción de la Sierra,11
Departamento de Eldorado,11
Departamento de General Manuel Belgrano,11
Departamento de Guaraní,11
Departamento de Iguazú,11
Departamento de Leandro N. Alem,11
Departamento de Libertador General San Martín,11
Departamento de Montecarlo,11
Departamento de Oberá,11
Departamento de San Ignacio,11
Departamento de San Javier,11
Departamento de San Pedro,11
Departamento de Veinticinco de Mayo,11
Dos Arroyos,11
Dos de Mayo,11
El Alcázar,11
El Soberbio,11
Florentino Ameghino,11
Garuhapé,11
Garupá,11
General Alvear,11
Gobernador Roca,11
Guaraní,11
Jardín América,11
Loreto,11
Los Helechos,11
Mártires,11
Mojón Grande,11
Montecarlo,11
Oberá,11
Panambí,11
Picada Gobernador López,11
Posadas,11
Puerto Eldorado,11
Puerto Esperanza,11
Puerto Iguazú,11
Puerto Leoni,11
Puerto Libertad,11
Puerto Piray,11
Puerto Rico,11
Ruiz de Montoya,11
San José,11
San Pedro,11
San Vicente,11
Santa María,11
Santo Pipó,11
Tres Capones,11
Veinticinco de Mayo,11
Wanda,11
Aluminé,11
Andacollo,11
Añelo,11
Barrancas,11
Buta Ranquil,11
Centenario,11
Chos Malal,11
Cutral-Có,11
Departamento de Aluminé,11
Departamento de Añelo,11
Departamento de Catán-Lil,11
Departamento de Chos-Malal,11
Departamento de Collón-Curá,11
Departamento de Confluencia,11
Departamento de Lácar,11
Departamento de Minas,11
Departamento de Zapala,11
El Huecú,11
Junín de los Andes,11
Las Coloradas,11
Las Lajas,11
Las Ovejas,11
Loncopué,11
Mariano Moreno,11
Neuquén,11
Picún Leufú,11
Piedra del Águila,11
Plaza Huincul,11
Plottier,11
San Martín de los Andes,11
Senillosa,11
Villa La Angostura,11
Vista Alegre,11
Zapala,11
Allen,11
Catriel,11
Cervantes,11
Chichinales,11
Chimpay,11
Choele Choel,11
Cinco Saltos,11
Cipolletti,11
Comallo,11
Contraalmirante Cordero,11
Coronel Belisle,11
Darwin,11
Departamento de Avellaneda,11
Departamento de Veinticinco de Mayo,11
El Bolsón,11
El Cuy,11
Fray Luis Beltrán,11
General Conesa,11
General Enrique Godoy,11
General Fernández Oro,11
General Roca,11
Ingeniero Jacobacci,11
Ingeniero Luis A. Huergo,11
Lamarque,11
Los Menucos,11
Mainque,11
Maquinchao,11
Ñorquinco,11
Pilcaniyeu,11
Río Colorado,11
San Antonio Oeste,11
San Carlos de Bariloche,11
Sierra Colorada,11
Sierra Grande,11
Valcheta,11
Viedma,11
Villa Regina,11
Apolinario Saravia,11
Cachí,11
Cafayate,11
Campo Quijano,11
Chicoana,11
Departamento Capital,11
Departamento de Anta,11
Departamento de Cerrillos,11
Departamento de Chicoana,11
Departamento de General Güemes,11
Departamento de Guachipas,11
Departamento de Iruya,11
Departamento de La Poma,11
Departamento de La Viña,11
Departamento de Los Andes,11
Departamento de Metán,11
Departamento de Rivadavia,11
Departamento de Rosario de la Frontera,11
Departamento de Rosario de Lerma,11
Departamento de San Carlos,11
El Carril,11
El Galpón,11
El Quebrachal,11
Embarcación,11
General Enrique Mosconi,11
Joaquín V. González,11
La Caldera,11
Las Lajitas,11
Salta,11
San Antonio de los Cobres,11
San Ramón de la Nueva Orán,11
Santa Rosa de Tastil,11
Tartagal,11
Albardón,11
Calingasta,11
Caucete,11
Chimbas,11
Departamento de Albardón,11
Departamento de Angaco,11
Departamento de Calingasta,11
Departamento de Capital,11
Departamento de Caucete,11
Departamento de Chimbas,11
Departamento de Iglesia,11
Departamento de Jáchal,11
Departamento de Nueve de Julio,11
Departamento de Rawson,11
Departamento de Rivadavia,11
Departamento de San Martín,11
Departamento de Santa Lucía,11
Departamento de Sarmiento,11
Departamento de Ullúm,11
Departamento de Zonda,11
Nueve de Julio,11
Pocito,11
San Agustín de Valle Fértil,11
San José de Jáchal,11
San Juan,11
San Martín,11
Santa Lucía,11
Villa Basilio Nievas,11
Villa Paula de Sarmiento,11
Buena Esperanza,11
Candelaria,11
Concarán,11
Juan Martín de Pueyrredón,11
Justo Daract,11
La Punta,11
La Toma,11
Luján,11
Merlo,11
Naschel,11
San Francisco del Monte de Oro,11
San Luis,11
Santa Rosa del Conlara,11
Tilisarao,11
Unión,11
Villa General Roca,11
Villa Mercedes,11
28 de Noviembre,11
Caleta Olivia,11
Comandante Luis Piedra Buena,11
Departamento de Deseado,11
Departamento de Güer Aike,11
Departamento de Lago Argentino,11
